id,name,symbol,sector,industry
140315,Boston Properties Inc B,BXP+B,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
140316,The Hanover Insurance Group Inc Class A,THGA,FINANCE,INSURANCE
140319,DFA INTERNATIONAL SOCIAL CORE EQUITY PORTFOLIO INSTL CLASS,DSCLX,MUTUAL FUND,FOREIGN LARGE VALUE
140320,TNR Gold Corp,TRRXF,MATERIALS,MINING
140321,MASONITE WRLDWDE HLD,MASWF,"",""
140322,Ocado Group PLC Ordinary,OCDGF,INDUSTRIALS,MACHINERY
140324,First Physc Cptl,FPCG,"",""
140326,Hannon Armstrong Sustainable Infrastructure Capital Inc.,HASI,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
140327,BROWN CAPITAL MNG SML CL INST MF,BCSSX,MUTUAL FUND,SMALL GROWTH
140328,PUTNAM TAX FREE HIGH YIELD FUND Y SHS,PTFYX,MUTUAL FUND,HIGH YIELD MUNI
140331,SeaWorld Entertainment Inc.,SEAS,CONSUMER DISCRETIONARY,LEISURE FACILITIES
140332,CREDIT SUISSE FLOATING RATE HIGH INCOME FUND INSTITUTIONAL SHARES,CSHIX,MUTUAL FUND,BANK LOAN
140336,UCB S.A. Unsponsored ADR,UCBJY,HEALTH CARE,PHARMACEUTICALS
140337,LYON WILLIAM HOMES COMMON STOCK,LWHS,"",""
140341,Saul Centers Inc 6.875% Depositary Shares Series C Cumulative Redeemable Preferred Stock,BFS+C,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
140343,AMERICAN FDS TAX EXEMPT FD OF MD A TX EX SRS I,TMMDX,MUTUAL FUND,MUNI SINGLE STATE INTERM
140344,Synthetic Fixed-Income Securities Inc. STRATS 2005-06 Float Rate Dominion Resources Inc.,GJP,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
140352,Dominion Diamond Corp,DDC,MATERIALS,MINING
140356,Genesis Metals Corp,GSSIF,MATERIALS,METAL & GLASS
140357,FORTUNE OIL PLC,FTUOF,"",""
140367,Brookfield Property Partners L.P.,BPY,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
140370,St Barbara Ltd. ADR,STBMY,MATERIALS,GOLD & SILVER
140371,BNY Mellon Municipal Bond Infrastructure,DMB,FINANCE,GENERAL FINANCE
140372,TravelCenters of America LLC,TANNI,ENERGY,OIL & GAS PRODUCERS
140374,PPL Capital Funding 5.90% 2013 Series B Jr Subordinated Notes due 4/30/2073,PPX,INDUSTRIALS,ELECTRICAL EQUIPMENT
140375,HOMESERVE PLC,HMSVY,"",""
140376,GOLDMAN SACHS INFLATION PROTECTED SEC FD CL INST,GSIPX,MUTUAL FUND,INFLATION-PROTECTED BOND
140381,PT JAKARTA INTL HOTELS & DEV TBK ORD,PJIHF,"",""
140383,AudioEye Inc,AEYE,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
140392,Assuranceamerica,ASAMD,FINANCE,INSURANCE
140398,Vislink Technologies Inc,VISL,INFORMATION TECHNOLOGY,SOFTWARE
140410,IHH HEALTHCARE BHD ORDINARY SHARES,IHHHF,"",""
140414,Dynex Capital Inc 7.625% Series B Cumulative Redeemable Preferred Stock,DX+B,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
140433,SIMCORP A/S ORDINARY SHARES,SICRF,"",""
140434,OIL REFRINERIES LTD ORDINARY SHARES,OILRF,"",""
140435,GRUPO CASA SABA SA DE CV ORD,ATYSF,"",""
140436,A2 CORPORATION LTD. SHS (NEW,ACOPF,"",""
140439,OVERSEAS UNION ENTERPRISE LTD OUE,OVUNF,"",""
140441,BTS GROUP HOLDINGS PUBLIC CO LTD,BTSGF,"",""
140442,FIRST RESOURCES LTD ORDINARY,FSRCF,"",""
140443,KOREA EXCHANGE BANK 5000 PAR,KOOQF,"",""
140446,PEOPLES NATL BK GEORGETOWN OH,PNAGF,"",""
140449,Credit Suisse Silver Covered Calls,SLVO,FINANCE,CONSUMER FINANCE
140450,FAIRWAY GROUP HLDGS CORP CL A COM,FWMHQ,CONSUMER STAPLES,CONSUMER STAPLES
140458,Berkeley Group Holdings Plc,BKGFF,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
140471,PT SINAR MAS MULTHIARTHA TBK ORD SHS,PSMUF,"",""
140472,BDO UNIBANK INC SPON ADR (PHL),BDOUY,"",""
140474,First Republic Bank 5.50% Depositary Shares Non-cumulative Perpetual Series D Preferred Stock,FRC+D,FINANCE,BANKS
140476,CoBank ACB 6.125% Non-cumulative Perpetual Preferred Stock Series G,CBKLP,FINANCE,BANKS
140478,REALTEK SEMICONDUCTOR CORP NEW,RLTQY,"",""
140480,Diversified Restaurant Holdings Inc,SAUC,CONSUMER DISCRETIONARY,RESTAURANTS
140484,Actinium Pharmaceuticals Inc,ATNM,HEALTH CARE,PHARMACEUTICALS
140491,Blackhawk Network Holdings Inc.,HAWK,CONSUMER DISCRETIONARY,RETAIL - GENERAL
140492,Boston Private Financial 6.95% Dep Shares Non-Cumul Perp Preferred Stock Ser D,BPFHP,FINANCE,BANKS
140497,Truett-Hurst Inc,THST,CONSUMER STAPLES,BEVERAGES
140500,INC COM STK (NV),IP,Consumer Discretionary,Household Durables
140529,Oakridge Global,OGES,INDUSTRIALS,ELECTRICAL EQUIPMENT
140533,Marker Therapeutics Inc,MRKR,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
140545,VIETNAM ENTERPRISE INVESTMENTS RED,VTMEF,"",""
140548,Goldman Sachs Group Inc 5.50% Depositary Shares Fixed/Floating Non-Cumulative Preferred Stock Series J,GS+J,FINANCE,CONSUMER FINANCE
140549,3D PIONEER SYSTE,DPSM,CONSUMER DISCRETIONARY,CONSUMER DISCRETIONARY
140563,Grand Perfecta Inc.,GPIW,MATERIALS,GOLD & SILVER
140568,Innate Pharma SA,IPHYF,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
140572,Multi Solutions II Inc,MUSS,FINANCE,CORPORATE FINANCE
140573,Oro East Mining Inc,OROE,MATERIALS,GOLD & SILVER
140589,KROTON EDUCACIONAL SA BRAZIL ORD,KROTF,"",""
140590,Two Harbors Investment Corp 7.50% Series E Cumulative Redeemable Preferred,TWO+E,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
140591,MICRONET ENE WNT,MICTW,INDUSTRIALS,AEROSPACE & DEFENSE
140604,CITIGROUP INC. DEPY SHS REP 1/25TH PFD,CYGXL,"",""
140606,InqBate Corp.,INQB,CONSUMER DISCRETIONARY,ENTERTAINMENT
140621,Nicolet Bankshares Inc,NCBS,FINANCE,BANKS
140636,EFL Overseas Inc,EFLO,CONSUMER DISCRETIONARY,CONSUMER SERVICES
140637,HEMPTECH CORP,HTCO,INDUSTRIALS,INDUSTRIALS
140638,HEALTHNOSTICS INC,HNSS,HEALTH CARE,""
140649,WELLS FARGO ADVANTAGE WEALTHBUILDER CONSERVATIVE A,WBCAX,MUTUAL FUND,CONSERVATIVE ALLOCATION
140661,AMERICAN FUNDS SHORT TERM BOND FUND OF AMERICA IN,ASBCX,MUTUAL FUND,SHORT-TERM BOND
140662,DWS INVESTMENTS TR DWS CORE FIXED INCOME CL C,SFXCX,MUTUAL FUND,INTERMEDIATE-TERM BOND
140663,Olivut Resources Ltd,OLVRF,MATERIALS,COPPER & ZINC
140664,TELECOM ITALIA MEDIA SPA (ITA),TIAMF,"",""
140678,Lyon William Homes,WLH,INDUSTRIALS,CONSTRUCTION & ENGINEERING
140684,New Residential Investment Corp.,NRZ,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
140708,Lancashire Holdings Ltd,LCSHF,FINANCE,INSURANCE
140711,Natixis Unsponsored ADR,NTXFY,FINANCE,BANKS
140712,Singapore Post Ltd. Unsponsored ADR,SPSTY,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
140714,ENCOUNTER TECHNOLOGI,ENTI,"",""
140715,Selective Insurance Group Inc. 5.875% Senior Notes due 2/9/2043,SGZA,FINANCE,INSURANCE
140716,Ellington Residential Mortgage REIT,EARN,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
140718,Voya Financial Inc,VOYA,FINANCE,INSURANCE
140719,Maxwell Resources Inc,BCDS,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
140726,COLUMBIA ACORN INTERNATIONAL FUND CLASS R5,CAIRX,MUTUAL FUND,FOREIGN SMALL/MID GROWTH
140727,PIMCO COMMODITIESPLUS STRATEGY FUND INSTI CL,PCLIX,MUTUAL FUND,COMMODITIES BROAD BASKET
140729,SHANGHAI SHIBEI HI-TECH CO LTD ADR,SHFGY,"",""
140730,2050 Motors Inc,ETFM,CONSUMER DISCRETIONARY,AUTOMOBILES AND MOTORCYCLES
140731,STONE RESOURCES LTD ORD SHS,STOZF,"",""
140732,STONE RIDGE REINSURANCE RISK PREMIUM FD CL I,SREIX,MUTUAL FUND,REAL ESTATE
140733,STONE RIDGE HIGH YIELD REINSURANCE RISK PREMIUM FD CL I,SHRIX,"",""
140738,Masonite Worldwide Holdings Foreign Ordinary,MAOOF,"",""
140751,Truist Financial Corp,TFC+G,FINANCE,BANKS
140756,SONAE SGPS SA MAIA ORD SHS,SGPMF,"",""
140758,CASS M L PETROLEUM CORP,CMLPF,"",""
140773,Digatrade Financial Corp,DIGAF,ENERGY,OIL & GAS PRODUCERS
140778,AMBAC FINL GROUP INC WTS EXP 4/30/2023,AMBCW,"",""
140779,Ambac Financial Group Inc,AMBC,FINANCE,BANKS
140780,DEX MEDIA INC NEW COM STK (DE),DXMMQ,Communications,Telephone
140784,U.S. Bancorp 5.15% Depositary Shares Non-Cumulative Perpetual Preferred Stock Series H,USB+O,FINANCE,BANKS
140785,Zions Bancorporation NA,ZIONN,FINANCE,BANKS
140786,BWT AKTIENGESELLSCHAFT SPONS ADR,BWTAY,"",""
140793,MACAU RES GRP LTD CLASS Z WTS (VGB),MRGPF,"",""
140794,First Trust Senior Loan Fund ETF,FTSL,FINANCE,GENERAL FINANCE
140795,ISHARES S&P GLOBAL CONSUMER,IXLCF,"",""
140796,ISHARES S&P GLOBAL INDUSTRIALS,IXLDF,"",""
140802,Victhom Human Bionics Inc,VICHF,HEALTH CARE,HEALTH CARE
140808,GW Pharmaceuticals Plc ADR,GWPH,HEALTH CARE,HEALTH CARE SUPPLIES
140810,Insys Therapeutics Inc,INSYQ,HEALTH CARE,PHARMACEUTICALS
140817,Pan Global Corp,PGLO,CONSUMER DISCRETIONARY,CONSUMER SERVICES
140821,Harvest Capital Credit Corp,HCAP,FINANCE,BANKS
140822,QIWI Plc ADR,QIWI,COMMUNICATIONS,INTERNET
140838,SEVEN ARTS ENTMT INC NEW COM STK,SAPX,"",""
140839,CapLease 7.25% Series C Cumulative Redeemable Preferred Stock,LSE/PC,FINANCE,REAL ESTATE & REITS
140840,LEGG MASON CAPITAL MANAGMENT OPPORTUNITY TRUST CL A,LGOAX,MUTUAL FUND,MID-CAP VALUE
140841,Main Street Capital Corp. 6.125% Senior Notes due 4/1/2023,MSCA,FINANCE,BANKS
140842,PennantPark Investment Corp. 6.25% Senior Notes due 2/1/2025,PNTA,FINANCE,BANKS & THRIFTS
140843,Champion Minerals Inc,CPMNF,MATERIALS,MINING
140844,County Line Energy Corp,CYLC,ENERGY,ENERGY PRODUCERS
140854,Xzeres Corp,XPWR,INDUSTRIALS,INDUSTRIALS
140857,Armada Hoffler Properties Inc,AHH,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
140858,American Residential Properties Inc.,ARPI,REAL ESTATE,REAL ESTATE
140860,Blackstone Mortgage Trust Inc.,BXMT,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
140861,T-Mobile US Inc,TMUS,UTILITIES AND TELECOMMUNICATIONS,TELEPHONE
140862,DWS RREF GLOBAL REALESTATE SEC CL A,RRGAX,MUTUAL FUND,GLOBAL REAL ESTATE
140863,Turkiye Halk Bankasi AS Unsponsored ADR,THBIY,FINANCE,BANKS
140864,Cyan Inc.,CYNI,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
140866,NEUBERGER BERMAN MULTI CAP OPPT INSTL,NMULX,MUTUAL FUND,LARGE BLEND
140868,KNOT Offshore Partners L.P.,KNOP,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - WATER
140871,24 Holdings Inc,TWFH,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
140872,LYRICAL U.S. VALUE EQUITY FUND,LYRIX,MUTUAL FUND,LARGE VALUE
140873,PUTNAM EQUITY SPECTRUM FUND Y SHARE,PYSYX,MUTUAL FUND,MID-CAP VALUE
140874,T. ROWE PRICE DIVERSIFIED SMALL CAP GROWTH FUND INC.,PRDSX,MUTUAL FUND,SMALL GROWTH
140876,PennyMac Financial Services Inc,PFSI,FINANCE,BANKS
140879,Mazda Motor Corp,MZDAF,CONSUMER DISCRETIONARY,AUTOMOBILES AND MOTORCYCLES
140881,WILLIAM BLAIR MACRO ALLOCATION FUND CL I,WMCIX,MUTUAL FUND,MULTIALTERNATIVE
140882,NuStar Logistics L.P.,NSS,ENERGY,OIL & GAS PRODUCERS
140883,Nuveen Ohio Quality Income Municipal Fund MuniFund Term Preferred Shares 2.35% Series 2014,NUO/PA,FINANCE,FINANCE
140884,Nuveen Arizona Premium Income Municipal Fund,NAZ/PD,FINANCE,FINANCE
140886,Federal Agricultural Mortgage Corp Pf A,AGM+A,FINANCE,CONSUMER FINANCE
140887,PEAR TREE POLARIS FRGN VAL SM CAP INST,QUSIX,MUTUAL FUND,FOREIGN SMALL/MID VALUE
140890,Lonking Holdings Ltd. Ordinary Shares ADR,LONKF,INDUSTRIALS,MACHINERY
140891,Rotork PLC Ordinary,RTOXF,INDUSTRIALS,MACHINERY
140892,Sembcorp Marine Ltd Ordinary,SMBMF,INDUSTRIALS,AEROSPACE & DEFENSE
140893,Southern California Gas Co. 6% Series A Cumulative Preferred Stock,SOCGP,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - MULTILINE
140895,T ROWE PRICE INSTITUTIONAL HIGH YIELD FUND,TRHYX,MUTUAL FUND,HIGH YIELD BOND
140896,Gulf Alternative Energy Corp.,GAEC,ENERGY,ENERGY PRODUCERS
140901,Cipher Pharmaceuticals Inc,CPHRF,HEALTH CARE,PHARMACEUTICALS
140904,Tallgrass Energy Partners L.P.,TEP,ENERGY,OIL & GAS PRODUCERS
140905,Abcam PLC ADR,ABCZY,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
140906,Anton Oilfield Services Group ADR,ATONY,ENERGY,OIL & GAS PRODUCERS
140907,IG GROUP HLDGS PLC UNSPON ADR (UK),IGGRY,"",""
140908,Jins Holdings Inc,JNDOF,INDUSTRIALS,ELECTRICAL EQUIPMENT
140910,LAKEWOOD MINING LTD,LKWDF,"",""
140911,CORNERSTONE BANCSHARES INC.,CSBQP,"",""
140912,Glimcher Realty Trust 6.875% Series I Cumulative Redeemable Preferred,WPG+I,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
140913,Pebblebrook Hotel Trust 6.50% Series C Cumulative Redeemable Preferred Shares,PEB+C,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
140915,WFA COMMON STOCK FUND INSTITUTIONAL CLASS,SCNSX,MUTUAL FUND,MID-CAP GROWTH
140916,Dongfeng Motor Group Co Ltd ADR,DNFGY,CONSUMER DISCRETIONARY,AUTOMOBILES AND MOTORCYCLES
140917,Natcore Technology Inc,NTCXF,INFORMATION TECHNOLOGY,SEMICONDUCTORS
140918,Protective Life Corp. 6.00% Subordinated Debentures due 9/1/2042,PL+E,FINANCE,INSURANCE
140919,SAGAMORE TRADING GRP,SGMR,"",""
140920,Genmab A/S Ordinary,GNMSF,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
140921,Emerge Energy Services LP,EMES,ENERGY,OIL & GAS PRODUCERS
140922,Summit Hotel Properties Inc. 7.125% Series C Cumulative Redeemable Preferred Stock,INN+C,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
140925,CONGRESS LARGE CAP GROWTH FUND INSTITUTIONAL CLASS,CMLIX,MUTUAL FUND,LARGE GROWTH
140926,Heartsoft Inc.,HTSF,INFORMATION TECHNOLOGY,SOFTWARE
140927,HORIZONS HOLDINGS INTERNATIONAL,HZHI,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
140928,Greenway Technologies Inc,GWTI,COMMUNICATIONS,BROADCASTING
140929,PIMCO FUNDS GLOB BD FD II INSTITUTIONAL CL,PGBIX,MUTUAL FUND,WORLD BOND
140930,DWS GLOBAL SMALL CAP GROWTH FUND CLASS S,SGSCX,MUTUAL FUND,WORLD STOCK
140931,FIRST TR 3000 SNR LN&LTD DRTNCLSEDPTFSRS UNIT INVESTMENT TRUST,FTRVHX,"",""
140932,FRST TRST 2156 STRTGC INCM CLDEDPTFSRS26 UNIT INVESTMENT TRUST,FJGRRX,"",""
140933,MANNING & NAPIER INFLATION FOCUS EQ A,MNIFX,MUTUAL FUND,WORLD STOCK
140934,Citizens Bank (Corvallis OR),CZBC,FINANCE,BANKS
140935,OAKSEED OPPORTUNITY FUND INSTITUTIONAL CLASS,SEDEX,MUTUAL FUND,LARGE VALUE
140936,FIRST AMER GOVERNMENT OBLIG FD CLASS Z,FGZXX,"",""
140937,FIDELITY CONSERVATIVINCOME BOND FUND,FCONX,MUTUAL FUND,ULTRASHORT BOND
140939,GMO GLOBAL BALANCED ASSET ALLOCATION FUND CL III,GMWAX,MUTUAL FUND,WORLD ALLOCATION
140940,INVESCO SELECT REAL ESTATE INCOME FUND CLASS Y,ASRYX,MUTUAL FUND,GLOBAL REAL ESTATE
140941,ALGER SPECTRA FUND CLASS I,ASPIX,MUTUAL FUND,LARGE GROWTH
140942,API EFFICIENT FRONTIER INCOME FUND INSTITUTIONAL S,APIIX,MUTUAL FUND,CONSERVATIVE ALLOCATION
140943,CULLEN INTERNATIONAL HIGH DIVIDEND FUND CLASS I,CIHIX,MUTUAL FUND,FOREIGN LARGE VALUE
140944,FIDELITY ADVISOR NEW INSIGHTS CL C,FNICX,MUTUAL FUND,LARGE GROWTH
140945,THE HARTFORD GROWTH OPPORTUNITIES FUND CLASS I,HGOIX,MUTUAL FUND,LARGE GROWTH
140946,INVESCO BALANCED RISK COMMODITY STRATEGY FUND CLASS Y,BRCYX,MUTUAL FUND,COMMODITIES BROAD BASKET
140947,MFS DIVERSIFIED INCOME FUND CLASS I,DIFIX,MUTUAL FUND,CONSERVATIVE ALLOCATION
140948,TORTOISE MLP & PIPELINE FUND INSTITUTIONAL CLASS,TORIX,MUTUAL FUND,EQUITY ENERGY
140949,NEUBERGER BERMAN ALTRNTIVE FDS LONG SHT INSTL,NLSIX,MUTUAL FUND,LONG/SHORT EQUITY
140950,NATIXIS DIVERSIFIED INCOME FD CL Y,YIDPX,MUTUAL FUND,CONSERVATIVE ALLOCATION
140951,LOOMIS SAYLES STRATEGIC ALPHA FUND CLASS Y,LASYX,MUTUAL FUND,NONTRADITIONAL BOND
140952,NUVEEN SYMPHONY LARGE CAP GROWTH FUND CLASS I,NSGIX,MUTUAL FUND,LARGE GROWTH
140953,NUVEEN INVT FDS INC TACTICAL MKT OPPORTUNITIESFD CL I,FGTYX,MUTUAL FUND,MULTIALTERNATIVE
140954,OPPENHEIMER STEELPATH MLP INCOME FUND CLASS I,MLPZX,MUTUAL FUND,EQUITY ENERGY
140955,OPPENHEIMER STEELPATH MLP SELECT 40 FD CLASS Y,MLPYX,MUTUAL FUND,EQUITY ENERGY
140957,PACE INTL EQUITY INVESTMENT CL P,PCIEX,MUTUAL FUND,FOREIGN LARGE BLEND
140958,PACE LARGE COMPANY GROWTH EQUITY INVESTMENTS CLASS P,PCLCX,MUTUAL FUND,LARGE GROWTH
140960,PACE SMALL MED CO GROWTH EQ INVST CL P,PCSGX,MUTUAL FUND,SMALL GROWTH
140962,PRUDENTIAL GLOBAL REAL ESTATE FUND CLASS Z,PURZX,MUTUAL FUND,GLOBAL REAL ESTATE
140963,RUSSELL MULTI STRATEGY ALTERNATIVE FD CL S,RMSSX,MUTUAL FUND,MULTIALTERNATIVE
140964,TETON WESTWOOD MIGHTY MITES CLASS I,WEIMX,MUTUAL FUND,SMALL BLEND
140965,Medley Capital Corp 6.125% Senior Notes due 3/30/2023,MCV,FINANCE,GENERAL FINANCE
141004,Newtown Lane Marketing Inc,NTWN,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
141021,National Semiconductor Corp.,NSM,INFORMATION TECHNOLOGY,SEMICONDUCTORS
141025,Capitol Acquisition Corp II Unit,CLACU,FINANCE,FINANCE
141026,Wachovia Capital Trust III,WBTP,"",""
141030,LEG IMMOBILIEN AG NAMENS - AKTIEN,LEGIF,"",""
141031,ML CAP GROUP INC COM NEW,MLCG,CONSUMER DISCRETIONARY,CONSUMER SERVICES
141032,iMine Corp,JRVS,MATERIALS,COPPER & ZINC
141045,Tsakos Energy Navigation Ltd 8.00% Series B Cumulative Redeemable Perpetual Preferred Shares,TNP+B,TRANSPORTS,SHIPPING
141047,Cebu Air Inc Foreign Ordinary,CEBUF,CONSUMER DISCRETIONARY,HOTELS & TRAVEL
141049,Alliance BioEnergy + Inc,ALLM,COMMUNICATIONS,ENTERTAINMENT
141051,MAGNUM ENERGY INC. CL A (CANADA),MGNEF,"",""
141052,PLATA LATINA MINERALS CORP COM,PLLMF,"",""
141074,SINO MEDIA HOLDINGS LTD ORDINARY,SMZZF,"",""
141075,ARBOR REALTY TRUST CUMULATIVE,ABRBP,"",""
141076,Fission Uranium Corp,FCUUF,ENERGY,OIL & GAS PRODUCERS
141077,IGNYTA INC,RXDX,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
141092,ATLAS CONSOLIDATED MINING &,ACMDY,"",""
141095,PT MATAHARI DEPARTMENT STORE TBK,PTMSY,"",""
141096,Receptos Inc,RCPT,HEALTH CARE,HEALTH CARE
141097,ROYAL BOSKALIS WESTMINSTER NV ADR,RBWNY,"",""
141098,TriState Capital Holdings Inc,TSC,FINANCE,BANKS
141107,Capstead Mortgage Corp 7.50% Series E Cumulative Redeemable Preferred Stock,CMO+E,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
141108,First NBC Bank Holding Co.,FNBCQ,FINANCE,BANKS
141115,Intu Properties Plc,CCRGF,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
141116,COCA COLA HBC LTD NAME-AKT (CHE),CCHBF,"",""
141120,WPT Industrial Real Estate Investment Trusts,WPTIF,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
141129,Net Savings Link Inc.,NSAV,CONSUMER DISCRETIONARY,CONSUMER SERVICES
141131,VERSATECH INC USA COM STK (NV),VRST,"",""
141135,Ambit Biosciences Corp,AMBI,HEALTH CARE,HEALTH CARE
141139,SIKA AG ADR (CHE),SXYAY,"",""
141141,FRONTEO Inc ADR,FTEO,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
141144,ACCESSKEY IP INC COM STK (NV),AKYI,"",""
141154,Axis Capital Holdings Ltd 5.50% Series D Non-Cumulative Preferred Shares,AXS+D,FINANCE,INSURANCE
141161,GRIFFIN MINING LTD (BERMUDA),GFMIF,"",""
141165,Blue Zen Memorial Parks Inc,DNYFF,REAL ESTATE,REAL ESTATE
141168,China Shuangji Cement Ltd.,CSGJ,MATERIALS,INDUSTRIAL METALS & MATERIALS
141176,Vibe Records,VBRE,CONSUMER DISCRETIONARY,ENTERTAINMENT
141178,BAYPORT INTERNATIONAL HOLDINGS,BAYP,"",""
141182,FUCHS PETROLUB AG OEL & CHEMIE SHS,FUPEF,"",""
141185,Almonty Industries Inc Foreign Ordinary,ALMTF,MATERIALS,COPPER & ZINC
141186,Greenwood Hall Inc,ELRN,CONSUMER DISCRETIONARY,CONSUMER SERVICES
141187,General Finance Corp. 9.00% Series C Cumulative Redeemable Perpetual Preferred,GFNCP,FINANCE,CONSUMER FINANCE
141188,Marketo Inc.,MKTO,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
141191,TECO ELEC & MACHY LTD GLOBAL DEP,TEMYF,"",""
141200,GENERAL FINANCE INC,GFNM,"",""
141203,AP THAILAND PCL UNITS NON VOTING,ASSPF,"",""
141214,CENTURY COMMUNITIES INC COM 144A,CEMMZ,"",""
141215,PGE POLSKA GRUPA ENERGETYCZNA SA,PPOLF,"",""
141230,Savanna East Africa Inc,USMJ,ENERGY,ENERGY
141231,Owens Realty Mortgage Inc,ORM,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
141235,INVESTMENT HOUSE GROWTH FUND,TIHGX,MUTUAL FUND,LARGE GROWTH
141236,COMMERCE CAP TR II,CBHJP,"",""
141237,LORD ABBETT DEVELOPING GROWTH FUND INC. CLASS I,LADYX,MUTUAL FUND,SMALL GROWTH
141238,LORD ABBETT INVESTMENT TRUST HIGH YIELD FUND CLASS,LAHYX,MUTUAL FUND,HIGH YIELD BOND
141239,LORD ABBETT INVESTMENT TRUST TOTAL RETURN FUND CLA,LTRYX,MUTUAL FUND,INTERMEDIATE-TERM BOND
141244,BioAmber Inc.,BIOA,MATERIALS,CHEMICALS
141251,Global Brass and Copper Holdings Inc,BRSS,MATERIALS,COPPER & ZINC
141253,Ply Gem Holdings,PGEM,INDUSTRIALS,CONSTRUCTION & ENGINEERING
141255,URBAN AG CORP. COMMON STOCK,AQUM,HEALTH CARE,HEALTH CARE SUPPLIES
141259,Receivable Acquisition and Management Corp.,CSEI,FINANCE,GENERAL FINANCE
141260,MIND SOLUTIONS INC NEW COM NEW,VOIS,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
141264,ADVISORS DS TR 588 GLBL GLD INCM PTFSRS6 UNIT INVESTMENT TRUST,AAMYFX,"",""
141270,Ivy High Income Opportunities Fund,IVH,FINANCE,GENERAL FINANCE
141273,Arcturus Therapeutics Ltd,ARCT,HEALTH CARE,PHARMACEUTICALS
141302,THESCORE INC CLASS A SUB VOTING,TSCRF,"",""
141312,Tele2 AB Ordinary,TLTZF,UTILITIES AND TELECOMMUNICATIONS,TELEPHONE
141317,ENTERGY GULF STS LA LLC PFD SE A,EYGUL,"",""
141349,Encore Energy Co,ENCUF,MATERIALS,COPPER & ZINC
141357,Portola Pharmaceuticals Inc,PTLA,HEALTH CARE,PHARMACEUTICALS
141359,WisdomTree US Dividend Growth ETF,DGRW,FINANCE,GENERAL FINANCE
141367,Radix Marine Inc,RDXM,INDUSTRIALS,AEROSPACE & DEFENSE
141368,SBS INTERACTIVE CO,SBSS,"",""
141373,ECAREER HLDGS INC COM STK (NV),ECHI,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
141377,GRYPHON MINERALS LTD ORD SHS (AUS),GPHYF,"",""
141379,Callon Petroleum Co 10.00% Series A Cumulative Preferred Stock,CPE+A,ENERGY,OIL & GAS PRODUCERS
141388,Bassline Product,BSSP,INDUSTRIALS,DISTRIBUTORS
141395,Helmer Direction Inc.,EXLA,ENERGY,OIL & GAS PRODUCERS
141396,Natl Research Corporation,NRC,HEALTH CARE,HEALTH CARE SUPPLIES
141399,Progressive Care Inc,RXMD,HEALTH CARE,PHARMACEUTICALS
141423,ISHARES DAX DE ORD SHS (DEU),DAXXF,"",""
141431,Mazor Robotics Ltd ADR,MZOR,HEALTH CARE,HEALTH CARE SUPPLIES
141432,Otelco Inc.,OTEL,UTILITIES AND TELECOMMUNICATIONS,TELEPHONE
141449,Integrated Ventures Inc.,INTV,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
141452,China Properties Developments Inc.,CPDV,FINANCE,REAL ESTATE & REITS
